activo,fecha,direccion,patron,puntaje,resultado,precio_entrada,precio_cierre
AUDCAD-OTC,1782053100,put,continuacion bajista simple,14,WIN,0.987135,0.987065
AUDCAD-OTC,1782053160,put,continuacion bajista simple,14,LOSS,0.987065,0.987155
AUDCAD-OTC,1782053220,call,continuacion alcista simple,14,WIN,0.987155,0.987305
AUDCAD-OTC,1782053280,call,continuacion alcista simple,14,LOSS,0.987305,0.987055
AUDCAD-OTC,1782053340,put,continuacion bajista simple,14,WIN,0.987055,0.986665
AUDCAD-OTC,1782053400,put,continuacion bajista simple,14,WIN,0.986665,0.986545
AUDCAD-OTC,1782053460,put,reaccion vendedora simple,18,LOSS,0.986545,0.986925
AUDCAD-OTC,1782053520,call,continuacion alcista simple,14,LOSS,0.986925,0.986715
AUDCAD-OTC,1782053580,put,continuacion bajista simple,14,WIN,0.986715,0.986535
AUDCAD-OTC,1782053640,put,continuacion bajista simple,14,WIN,0.986535,0.986345
AUDCAD-OTC,1782053700,put,continuacion bajista simple,14,WIN,0.986345,0.986265
AUDCAD-OTC,1782053760,put,reaccion vendedora simple,18,WIN,0.986265,0.986255
AUDCAD-OTC,1782053880,put,continuacion bajista simple,14,WIN,0.985995,0.985605
AUDCAD-OTC,1782053940,put,continuacion bajista simple,14,WIN,0.985605,0.985575
AUDCAD-OTC,1782054060,put,continuacion bajista simple,14,LOSS,0.985285,0.985495
AUDCAD-OTC,1782054120,call,continuacion alcista simple,14,LOSS,0.985495,0.985405
AUDCAD-OTC,1782054180,put,continuacion bajista simple,14,WIN,0.985405,0.985365
AUDCAD-OTC,1782054240,put,reaccion vendedora simple,18,WIN,0.985365,0.985205
AUDCAD-OTC,1782054300,put,continuacion bajista simple,14,LOSS,0.985205,0.985315
AUDCAD-OTC,1782054360,call,continuacion alcista simple,14,WIN,0.985315,0.985375
AUDCAD-OTC,1782054420,call,reaccion compradora simple,18,WIN,0.985375,0.985465
AUDCAD-OTC,1782054480,call,continuacion alcista simple,14,WIN,0.985465,0.985615
AUDCAD-OTC,1782054540,call,continuacion alcista simple,14,WIN,0.985615,0.985855
AUDCAD-OTC,1782054600,call,continuacion alcista simple,14,WIN,0.985855,0.986155
AUDCAD-OTC,1782054660,call,continuacion alcista simple,14,WIN,0.986155,0.986225
AUDCAD-OTC,1782054720,call,reaccion compradora simple,18,LOSS,0.986225,0.986185
AUDCAD-OTC,1782054780,put,reaccion vendedora simple,18,LOSS,0.986185,0.986465
AUDCAD-OTC,1782054840,call,continuacion alcista simple,14,LOSS,0.986465,0.986375
AUDCAD-OTC,1782054900,put,continuacion bajista simple,14,WIN,0.986375,0.986255
AUDCAD-OTC,1782054960,put,continuacion bajista simple,14,WIN,0.986255,0.986185
AUDCAD-OTC,1782055020,put,continuacion bajista simple,14,WIN,0.986185,0.986145
AUDCAD-OTC,1782055140,put,continuacion bajista simple,14,WIN,0.985995,0.985915
AUDCAD-OTC,1782055200,put,continuacion bajista simple,14,WIN,0.985915,0.985895
AUDCAD-OTC,1782055380,call,reaccion compradora simple,18,LOSS,0.985985,0.985915
AUDCAD-OTC,1782055440,put,continuacion bajista simple,14,WIN,0.985915,0.985695
AUDCAD-OTC,1782055500,put,continuacion bajista simple,14,LOSS,0.985695,0.985845
AUDCAD-OTC,1782055560,call,continuacion alcista simple,14,WIN,0.985845,0.985905
AUDCAD-OTC,1782055620,call,continuacion alcista simple,14,LOSS,0.985905,0.985895
AUDCAD-OTC,1782055740,call,continuacion alcista simple,14,LOSS,0.985935,0.985815
AUDCAD-OTC,1782055800,put,continuacion bajista simple,14,LOSS,0.985815,0.986105
AUDCAD-OTC,1782055860,call,continuacion alcista simple,14,LOSS,0.986105,0.985965
AUDCAD-OTC,1782055920,put,continuacion bajista simple,14,LOSS,0.985965,0.986075
AUDCAD-OTC,1782055980,call,continuacion alcista simple,14,WIN,0.986075,0.986085
AUDCAD-OTC,1782056100,put,continuacion bajista simple,14,LOSS,0.985955,0.986025
AUDCAD-OTC,1782056160,call,continuacion alcista simple,14,LOSS,0.986025,0.985785
AUDCAD-OTC,1782056220,put,continuacion bajista simple,14,LOSS,0.985785,0.985955
AUDCAD-OTC,1782056280,call,continuacion alcista simple,14,WIN,0.985955,0.986065
AUDCAD-OTC,1782056340,call,continuacion alcista simple,14,LOSS,0.986065,0.986005
AUDCAD-OTC,1782056400,put,continuacion bajista simple,14,LOSS,0.986005,0.986305
AUDCAD-OTC,1782056460,call,continuacion alcista simple,14,WIN,0.986305,0.986325
AUDCAD-OTC,1782056580,call,continuacion alcista simple,14,WIN,0.986435,0.986675
AUDCAD-OTC,1782056640,call,continuacion alcista simple,14,LOSS,0.986675,0.986665
AUDCAD-OTC,1782056760,put,continuacion bajista simple,14,WIN,0.986535,0.986505
AUDCAD-OTC,1782056880,call,reaccion compradora simple,18,WIN,0.986555,0.986715
AUDCAD-OTC,1782056940,call,continuacion alcista simple,14,LOSS,0.986715,0.986445
AUDCAD-OTC,1782057000,put,continuacion bajista simple,14,WIN,0.986445,0.986095
AUDCAD-OTC,1782057060,put,continuacion bajista simple,14,LOSS,0.986095,0.986365
AUDCAD-OTC,1782057120,call,continuacion alcista simple,14,LOSS,0.986365,0.986325
AUDCAD-OTC,1782057180,put,reaccion vendedora simple,18,LOSS,0.986325,0.986375
AUDCAD-OTC,1782057300,call,continuacion alcista simple,14,WIN,0.986455,0.986785
AUDCAD-OTC,1782057360,call,continuacion alcista simple,14,WIN,0.986785,0.986815
AUDCAD-OTC,1782057480,put,continuacion bajista simple,14,WIN,0.986265,0.986045
AUDCAD-OTC,1782057540,put,continuacion bajista simple,14,WIN,0.986045,0.985885
AUDCAD-OTC,1782057600,put,continuacion bajista simple,14,LOSS,0.985885,0.986035
AUDCAD-OTC,1782057660,call,continuacion alcista simple,14,LOSS,0.986035,0.985845
AUDCAD-OTC,1782057720,put,continuacion bajista simple,14,WIN,0.985845,0.985835
AUDCAD-OTC,1782057840,put,reaccion vendedora simple,18,WIN,0.985775,0.985685
AUDCAD-OTC,1782057900,put,reaccion vendedora simple,18,WIN,0.985685,0.985655
AUDCAD-OTC,1782057960,put,reaccion vendedora simple,18,LOSS,0.985655,0.985735
AUDCAD-OTC,1782058080,put,continuacion bajista simple,14,LOSS,0.985695,0.985725
AUDCAD-OTC,1782058200,call,reaccion compradora simple,18,LOSS,0.985855,0.985635
AUDCAD-OTC,1782058260,put,continuacion bajista simple,14,WIN,0.985635,0.985545
AUDCAD-OTC,1782058320,put,reaccion vendedora simple,18,LOSS,0.985545,0.985725
AUDCAD-OTC,1782058380,call,continuacion alcista simple,14,LOSS,0.985725,0.985655
AUDCAD-OTC,1782058440,put,reaccion vendedora simple,18,WIN,0.985655,0.985625
AUDCAD-OTC,1782058560,put,continuacion bajista simple,14,WIN,0.985395,0.985075
AUDCAD-OTC,1782058620,put,continuacion bajista simple,14,WIN,0.985075,0.984835
AUDCAD-OTC,1782058680,put,continuacion bajista simple,14,LOSS,0.984835,0.985055
AUDCAD-OTC,1782058740,call,continuacion alcista simple,14,LOSS,0.985055,0.984915
AUDCAD-OTC,1782058800,put,continuacion bajista simple,14,WIN,0.984915,0.984335
AUDCAD-OTC,1782058860,put,continuacion bajista simple,14,WIN,0.984335,0.984285
AUDCAD-OTC,1782058920,put,continuacion bajista simple,14,WIN,0.984285,0.984235
AUDCAD-OTC,1782058980,put,continuacion bajista simple,14,WIN,0.984235,0.984175
AUDCAD-OTC,1782059100,put,reaccion vendedora simple,18,WIN,0.984105,0.984005
AUDCAD-OTC,1782059160,put,reaccion vendedora simple,18,LOSS,0.984005,0.984195
AUDCAD-OTC,1782059220,call,continuacion alcista simple,14,WIN,0.984195,0.984315
AUDCAD-OTC,1782059280,call,continuacion alcista simple,14,WIN,0.984315,0.984335
AUDCAD-OTC,1782059400,put,continuacion bajista simple,14,WIN,0.984015,0.983975
AUDCAD-OTC,1782059460,put,reaccion vendedora simple,18,LOSS,0.983975,0.984165
AUDCAD-OTC,1782059520,call,continuacion alcista simple,14,LOSS,0.984165,0.984075
AUDCAD-OTC,1782059580,put,continuacion bajista simple,14,LOSS,0.984075,0.984275
AUDCAD-OTC,1782059640,call,continuacion alcista simple,14,LOSS,0.984275,0.984215
AUDCAD-OTC,1782059760,put,reaccion vendedora simple,18,WIN,0.984175,0.984155
AUDCAD-OTC,1782059880,call,continuacion alcista simple,14,LOSS,0.984445,0.984435
AUDCAD-OTC,1782059940,put,reaccion vendedora simple,18,WIN,0.984435,0.984245
AUDCAD-OTC,1782060000,put,continuacion bajista simple,14,WIN,0.984245,0.984195
AUDCAD-OTC,1782060120,call,continuacion alcista simple,14,WIN,0.984305,0.984335
AUDCAD-OTC,1782060300,call,continuacion alcista simple,14,LOSS,0.984445,0.984215
AUDCAD-OTC,1782060360,put,continuacion bajista simple,14,WIN,0.984215,0.984125
AUDCAD-OTC,1782060420,put,reaccion vendedora simple,18,WIN,0.984125,0.984045
AUDCAD-OTC,1782060480,put,reaccion vendedora simple,18,WIN,0.984045,0.983805
AUDCAD-OTC,1782060540,put,continuacion bajista simple,14,LOSS,0.983805,0.983805
AUDCAD-OTC,1782060660,call,reaccion compradora simple,18,WIN,0.983825,0.983955
AUDCAD-OTC,1782060720,call,reaccion compradora simple,18,LOSS,0.983955,0.983935
AUDCAD-OTC,1782060840,call,continuacion alcista simple,14,WIN,0.984075,0.984125
AUDCAD-OTC,1782060900,call,continuacion alcista simple,14,WIN,0.984125,0.984295
AUDCAD-OTC,1782060960,call,continuacion alcista simple,14,LOSS,0.984295,0.984235
AUDCAD-OTC,1782061080,put,continuacion bajista simple,14,LOSS,0.984005,0.984055
AUDCAD-OTC,1782061140,call,continuacion alcista simple,14,LOSS,0.984055,0.983995
AUDCAD-OTC,1782061200,put,reaccion vendedora simple,18,LOSS,0.983995,0.984195
AUDCAD-OTC,1782061260,call,continuacion alcista simple,14,LOSS,0.984195,0.984105
AUDCAD-OTC,1782061320,put,reaccion vendedora simple,18,WIN,0.984105,0.984055
AUDCAD-OTC,1782061380,put,reaccion vendedora simple,18,LOSS,0.984055,0.984135
AUDCAD-OTC,1782061440,call,reaccion compradora simple,18,WIN,0.984135,0.984285
AUDCAD-OTC,1782061500,call,continuacion alcista simple,14,LOSS,0.984285,0.984005
AUDCAD-OTC,1782061560,put,continuacion bajista simple,14,WIN,0.984005,0.983785
AUDCAD-OTC,1782061620,put,continuacion bajista simple,14,LOSS,0.983785,0.983895
AUDCAD-OTC,1782061680,call,continuacion alcista simple,14,LOSS,0.983895,0.983865
AUDCAD-OTC,1782061800,call,continuacion alcista simple,14,WIN,0.983965,0.984105
AUDCAD-OTC,1782061860,call,continuacion alcista simple,14,WIN,0.984105,0.984215
AUDCAD-OTC,1782061920,call,continuacion alcista simple,14,LOSS,0.984215,0.984045
AUDCAD-OTC,1782061980,put,continuacion bajista simple,14,LOSS,0.984045,0.984055
AUDCAD-OTC,1782062100,put,continuacion bajista simple,14,WIN,0.983595,0.983515
AUDCAD-OTC,1782062160,put,continuacion bajista simple,14,WIN,0.983515,0.983455
AUDCAD-OTC,1782062220,put,continuacion bajista simple,14,WIN,0.983455,0.983255
AUDCAD-OTC,1782062280,put,continuacion bajista simple,14,LOSS,0.983255,0.983685
AUDCAD-OTC,1782062340,call,continuacion alcista simple,14,WIN,0.983685,0.983795
AUDCAD-OTC,1782062400,call,continuacion alcista simple,14,WIN,0.983795,0.983915
AUDCAD-OTC,1782062460,call,reaccion compradora simple,18,WIN,0.983915,0.984095
AUDCAD-OTC,1782062520,call,continuacion alcista simple,14,LOSS,0.984095,0.984035
AUDCAD-OTC,1782062580,put,continuacion bajista simple,14,WIN,0.984035,0.983965
AUDCAD-OTC,1782062640,put,reaccion vendedora simple,18,WIN,0.983965,0.983715
AUDCAD-OTC,1782062700,put,continuacion bajista simple,14,WIN,0.983715,0.983375
AUDCAD-OTC,1782062760,put,continuacion bajista simple,14,LOSS,0.983375,0.983585
AUDCAD-OTC,1782062820,call,continuacion alcista simple,14,LOSS,0.983585,0.983585
AUDCAD-OTC,1782062940,put,continuacion bajista simple,14,LOSS,0.983435,0.983625
AUDCAD-OTC,1782063000,call,continuacion alcista simple,14,LOSS,0.983625,0.983295
AUDCAD-OTC,1782063060,put,continuacion bajista simple,14,LOSS,0.983295,0.983315
AUDCAD-OTC,1782063180,call,continuacion alcista simple,14,WIN,0.983615,0.983625
AUDCAD-OTC,1782063420,put,reaccion vendedora simple,18,LOSS,0.983605,0.983715
AUDCAD-OTC,1782063480,call,continuacion alcista simple,14,LOSS,0.983715,0.983495
AUDCAD-OTC,1782063540,put,continuacion bajista simple,14,LOSS,0.983495,0.983685
AUDCAD-OTC,1782063600,call,continuacion alcista simple,14,WIN,0.983685,0.983735
AUDCAD-OTC,1782063660,call,continuacion alcista simple,14,LOSS,0.983735,0.983695
AUDCAD-OTC,1782063720,put,continuacion bajista simple,14,LOSS,0.983695,0.983815
AUDCAD-OTC,1782063780,call,continuacion alcista simple,14,LOSS,0.983815,0.983575
AUDCAD-OTC,1782063840,put,continuacion bajista simple,14,WIN,0.983575,0.983515
AUDCAD-OTC,1782063900,put,reaccion vendedora simple,18,LOSS,0.983515,0.983725
AUDCAD-OTC,1782063960,call,continuacion alcista simple,14,WIN,0.983725,0.983865
AUDCAD-OTC,1782064020,call,continuacion alcista simple,14,WIN,0.983865,0.983955
AUDCAD-OTC,1782064080,call,continuacion alcista simple,14,WIN,0.983955,0.984025
AUDCAD-OTC,1782064140,call,reaccion compradora simple,18,LOSS,0.984025,0.983775
AUDCAD-OTC,1782064200,put,continuacion bajista simple,14,WIN,0.983775,0.983755
AUDCAD-OTC,1782064320,call,continuacion alcista simple,14,LOSS,0.983925,0.983805
AUDCAD-OTC,1782064380,put,continuacion bajista simple,14,LOSS,0.983805,0.983925
AUDCAD-OTC,1782064440,call,continuacion alcista simple,14,WIN,0.983925,0.984045
AUDCAD-OTC,1782064500,call,continuacion alcista simple,14,LOSS,0.984045,0.983985
AUDCAD-OTC,1782064560,put,reaccion vendedora simple,18,WIN,0.983985,0.983825
AUDCAD-OTC,1782064620,put,continuacion bajista simple,14,WIN,0.983825,0.983775
AUDCAD-OTC,1782064680,put,continuacion bajista simple,14,WIN,0.983775,0.983715
AUDCAD-OTC,1782064740,put,continuacion bajista simple,14,WIN,0.983715,0.983615
AUDCAD-OTC,1782064800,put,continuacion bajista simple,14,LOSS,0.983615,0.983795
AUDCAD-OTC,1782064860,call,continuacion alcista simple,14,WIN,0.983795,0.983835
AUDCAD-OTC,1782064980,call,continuacion alcista simple,14,LOSS,0.983895,0.983885
AUDCAD-OTC,1782065100,call,continuacion alcista simple,14,LOSS,0.984115,0.984035
AUDCAD-OTC,1782065160,put,continuacion bajista simple,14,LOSS,0.984035,0.984215
AUDCAD-OTC,1782065220,call,continuacion alcista simple,14,LOSS,0.984215,0.984115
AUDCAD-OTC,1782065280,put,continuacion bajista simple,14,WIN,0.984115,0.983885
AUDCAD-OTC,1782065340,put,continuacion bajista simple,14,LOSS,0.983885,0.983965
AUDCAD-OTC,1782065400,call,continuacion alcista simple,14,WIN,0.983965,0.984125
AUDCAD-OTC,1782065460,call,continuacion alcista simple,14,LOSS,0.984125,0.984115
AUDCAD-OTC,1782065700,call,continuacion alcista simple,14,WIN,0.984215,0.984475
AUDCAD-OTC,1782065760,call,continuacion alcista simple,14,WIN,0.984475,0.984675
AUDCAD-OTC,1782065820,call,continuacion alcista simple,14,WIN,0.984675,0.984925
AUDCAD-OTC,1782065880,call,continuacion alcista simple,14,WIN,0.984925,0.985025
AUDCAD-OTC,1782065940,call,continuacion alcista simple,14,LOSS,0.985025,0.984735
AUDCAD-OTC,1782066000,put,continuacion bajista simple,14,LOSS,0.984735,0.984935
AUDCAD-OTC,1782066060,call,continuacion alcista simple,14,WIN,0.984935,0.985005
AUDCAD-OTC,1782066120,call,reaccion compradora simple,18,WIN,0.985005,0.985255
AUDCAD-OTC,1782066180,call,continuacion alcista simple,14,WIN,0.985255,0.985505
AUDCAD-OTC,1782066240,call,continuacion alcista simple,14,LOSS,0.985505,0.985475
AUDCAD-OTC,1782066360,put,continuacion bajista simple,14,WIN,0.985395,0.985105
AUDCAD-OTC,1782066420,put,continuacion bajista simple,14,WIN,0.985105,0.985095
AUDCAD-OTC,1782066540,call,continuacion alcista simple,14,WIN,0.985235,0.985245
AUDCAD-OTC,1782066780,call,continuacion alcista simple,14,WIN,0.985315,0.985645
AUDCAD-OTC,1782066840,call,continuacion alcista simple,14,WIN,0.985645,0.985695
AUDCAD-OTC,1782066960,call,continuacion alcista simple,14,LOSS,0.985895,0.985695
AUDCAD-OTC,1782067020,put,continuacion bajista simple,14,WIN,0.985695,0.985675
AUDCAD-OTC,1782067080,put,continuacion bajista simple,14,WIN,0.985675,0.985305
AUDCAD-OTC,1782067140,put,continuacion bajista simple,14,LOSS,0.985305,0.985405
AUDCAD-OTC,1782067200,call,continuacion alcista simple,14,LOSS,0.985405,0.985325
AUDCAD-OTC,1782067320,put,continuacion bajista simple,14,LOSS,0.985225,0.985295
AUDCAD-OTC,1782067380,call,continuacion alcista simple,14,WIN,0.985295,0.985395
AUDCAD-OTC,1782067440,call,reaccion compradora simple,18,WIN,0.985395,0.985515
AUDCAD-OTC,1782067500,call,continuacion alcista simple,14,LOSS,0.985515,0.985475
AUDCAD-OTC,1782067560,put,reaccion vendedora simple,18,LOSS,0.985475,0.985675
AUDCAD-OTC,1782067620,call,continuacion alcista simple,14,WIN,0.985675,0.985855
AUDCAD-OTC,1782067680,call,continuacion alcista simple,14,LOSS,0.985855,0.985845
AUDCAD-OTC,1782067800,call,reaccion compradora simple,18,WIN,0.985935,0.986235
AUDCAD-OTC,1782067860,call,continuacion alcista simple,14,LOSS,0.986235,0.986115
AUDCAD-OTC,1782067920,put,continuacion bajista simple,14,WIN,0.986115,0.985995
AUDCAD-OTC,1782067980,put,continuacion bajista simple,14,WIN,0.985995,0.985965
AUDCAD-OTC,1782068100,call,reaccion compradora simple,18,LOSS,0.986075,0.985865
AUDCAD-OTC,1782068160,put,continuacion bajista simple,14,WIN,0.985865,0.985735
AUDCAD-OTC,1782068220,put,continuacion bajista simple,14,WIN,0.985735,0.985665
AUDCAD-OTC,1782068280,put,continuacion bajista simple,14,WIN,0.985665,0.985525
AUDCAD-OTC,1782068340,put,continuacion bajista simple,14,WIN,0.985525,0.985415
AUDCAD-OTC,1782068400,put,continuacion bajista simple,14,WIN,0.985415,0.985295
AUDCAD-OTC,1782068460,put,continuacion bajista simple,14,WIN,0.985295,0.985195
AUDCAD-OTC,1782068520,put,continuacion bajista simple,14,LOSS,0.985195,0.985375
AUDCAD-OTC,1782068580,call,continuacion alcista simple,14,WIN,0.985375,0.985695
AUDCAD-OTC,1782068640,call,continuacion alcista simple,14,WIN,0.985695,0.985765
AUDCAD-OTC,1782068700,call,continuacion alcista simple,14,WIN,0.985765,0.986125
AUDCAD-OTC,1782068760,call,continuacion alcista simple,14,WIN,0.986125,0.986205
AUDCAD-OTC,1782068820,call,continuacion alcista simple,14,WIN,0.986205,0.986295
AUDCAD-OTC,1782068880,call,continuacion alcista simple,14,WIN,0.986295,0.986365
AUDCAD-OTC,1782068940,call,reaccion compradora simple,18,WIN,0.986365,0.986465
AUDCAD-OTC,1782069000,call,reaccion compradora simple,18,LOSS,0.986465,0.985955
AUDCAD-OTC,1782069060,put,continuacion bajista simple,14,LOSS,0.985955,0.986055
AUDCAD-OTC,1782069120,call,continuacion alcista simple,14,WIN,0.986055,0.986125
AUDCAD-OTC,1782069180,call,reaccion compradora simple,18,LOSS,0.986125,0.985985
AUDCAD-OTC,1782069240,put,continuacion bajista simple,14,WIN,0.985985,0.985775
AUDCAD-OTC,1782069300,put,continuacion bajista simple,14,WIN,0.985775,0.985585
AUDCAD-OTC,1782069360,put,continuacion bajista simple,14,LOSS,0.985585,0.985625
AUDCAD-OTC,1782069480,call,continuacion alcista simple,14,WIN,0.985775,0.985965
AUDCAD-OTC,1782069540,call,continuacion alcista simple,14,WIN,0.985965,0.986355
AUDCAD-OTC,1782069600,call,continuacion alcista simple,14,WIN,0.986355,0.986485
AUDCAD-OTC,1782069660,call,continuacion alcista simple,14,LOSS,0.986485,0.986455
AUDCAD-OTC,1782069780,put,reaccion vendedora simple,18,LOSS,0.986415,0.986585
AUDCAD-OTC,1782069840,call,continuacion alcista simple,14,WIN,0.986585,0.986855
AUDCAD-OTC,1782069900,call,continuacion alcista simple,14,LOSS,0.986855,0.986775
AUDCAD-OTC,1782069960,put,continuacion bajista simple,14,LOSS,0.986775,0.986815
AUDCAD-OTC,1782070080,call,reaccion compradora simple,18,LOSS,0.986905,0.986845
AUDCAD-OTC,1782070140,put,continuacion bajista simple,14,WIN,0.986845,0.986705
AUDCAD-OTC,1782070200,put,continuacion bajista simple,14,WIN,0.986705,0.986465
AUDCAD-OTC,1782070260,put,continuacion bajista simple,14,LOSS,0.986465,0.986885
AUDCAD-OTC,1782070320,call,continuacion alcista simple,14,WIN,0.986885,0.987025
AUDCAD-OTC,1782070380,call,continuacion alcista simple,14,WIN,0.987025,0.987185
AUDCAD-OTC,1782070440,call,continuacion alcista simple,14,LOSS,0.987185,0.987015
AUDCAD-OTC,1782070500,put,continuacion bajista simple,14,LOSS,0.987015,0.987195
AUDCAD-OTC,1782070560,call,continuacion alcista simple,14,LOSS,0.987195,0.987035
AUDCAD-OTC,1782070620,put,continuacion bajista simple,14,WIN,0.987035,0.986955
AUDCAD-OTC,1782070680,put,continuacion bajista simple,14,LOSS,0.986955,0.987035
AUDCAD-OTC,1782070740,call,continuacion alcista simple,14,WIN,0.987035,0.987125
AUDCAD-OTC,1782070800,call,reaccion compradora simple,18,LOSS,0.987125,0.987035
AUDCAD-OTC,1782070860,put,continuacion bajista simple,14,LOSS,0.987035,0.987165
AUDCAD-OTC,1782070920,call,continuacion alcista simple,14,LOSS,0.987165,0.986855
AUDCAD-OTC,1782070980,put,continuacion bajista simple,14,LOSS,0.986855,0.987155
AUDCAD-OTC,1782071040,call,continuacion alcista simple,14,LOSS,0.987155,0.987055
AUDCAD-OTC,1782071100,put,reaccion vendedora simple,18,LOSS,0.987055,0.987395
AUDCAD-OTC,1782071160,call,continuacion alcista simple,14,WIN,0.987395,0.987535
AUDCAD-OTC,1782071220,call,continuacion alcista simple,14,LOSS,0.987535,0.987295
